tid,core,node,bw
0,0,0,1697.98
1,1,0,1698.33
2,2,0,1698.48
3,3,0,1698.23
4,4,0,1698.48
5,5,0,1697.9
6,6,0,1698.42
7,7,0,1698.08
0,0,1,1289.72
1,1,1,1289.71
2,2,1,1289.76
3,3,1,1289.71
4,4,1,1289.75
5,5,1,1289.75
6,6,1,1289.71
7,7,1,1289.71
0,0,2,1146.93
1,1,2,1146.93
2,2,2,1146.93
3,3,2,1146.95
4,4,2,1146.95
5,5,2,1146.95
6,6,2,1146.95
7,7,2,1146.95
0,0,3,1049.23
1,1,3,1049.22
2,2,3,1049.24
3,3,3,1049.22
4,4,3,1049.24
5,5,3,1049.22
6,6,3,1049.22
7,7,3,1049.23
0,0,4,1387.14
1,1,4,1386.75
2,2,4,1386.9
3,3,4,1386.9
4,4,4,1387.25
5,5,4,1387.08
6,6,4,1386.99
7,7,4,1387.34
0,0,5,1131.68
1,1,5,1131.4
2,2,5,1131.74
3,3,5,1131.45
4,4,5,1131.34
5,5,5,1131.5
6,6,5,1131.61
7,7,5,1131.61
0,0,6,1443.99
1,1,6,1443.44
2,2,6,1443.52
3,3,6,1443.35
4,4,6,1443.88
5,5,6,1443.88
6,6,6,1443.69
7,7,6,1443.69
0,0,7,1150.88
1,1,7,1151.06
2,2,7,1151.01
3,3,7,1151.12
4,4,7,1151.2
5,5,7,1151.35
6,6,7,1151.26
7,7,7,1150.95
